concurso,data,posicao,numero,valor,tipo_extracao
5293,2022-06-01,5,85947,,regular
5294,2022-06-04,1,13931,,regular
5294,2022-06-04,2,22450,,regular
5294,2022-06-04,3,83274,,regular
5294,2022-06-04,4,25678,,regular
5294,2022-06-04,5,39733,,regular
5295,2022-06-07,1,84134,,regular
5295,2022-06-07,2,53994,,regular
5295,2022-06-07,3,32238,,regular
5295,2022-06-07,4,58039,,regular
5295,2022-06-07,5,77109,,regular
5296,2022-06-10,1,82010,,regular
5296,2022-06-10,2,40665,,regular
5296,2022-06-10,3,26565,,regular
5296,2022-06-10,4,77180,,regular
5296,2022-06-10,5,43328,,regular
5297,2022-06-13,1,36921,,regular
5297,2022-06-13,2,63093,,regular
5297,2022-06-13,3,76482,,regular
5297,2022-06-13,4,91932,,regular
5297,2022-06-13,5,88630,,regular
5298,2022-06-16,1,33350,,regular
5298,2022-06-16,2,82066,,regular
5298,2022-06-16,3,63643,,regular
5298,2022-06-16,4,48379,,regular
5298,2022-06-16,5,66760,,regular
5299,2022-06-19,1,76597,,regular
5299,2022-06-19,2,48120,,regular
5299,2022-06-19,3,20736,,regular
5299,2022-06-19,4,59934,,regular
5299,2022-06-19,5,65151,,regular
5300,2022-06-22,1,68711,,regular
5300,2022-06-22,2,08509,,regular
5300,2022-06-22,3,84645,,regular
5300,2022-06-22,4,17416,,regular
5300,2022-06-22,5,18910,,regular
5301,2022-06-25,1,83854,,regular
5301,2022-06-25,2,57002,,regular
5301,2022-06-25,3,97042,,regular
5301,2022-06-25,4,06485,,regular
5301,2022-06-25,5,87372,,regular
5302,2022-06-28,1,47266,,regular
5302,2022-06-28,2,51560,,regular
5302,2022-06-28,3,89167,,regular
5302,2022-06-28,4,64620,,regular
5302,2022-06-28,5,84418,,regular
5303,2022-07-01,1,27649,,regular
5303,2022-07-01,2,27419,,regular
5303,2022-07-01,3,43062,,regular
5303,2022-07-01,4,03296,,regular
5303,2022-07-01,5,27461,,regular
5304,2022-07-04,1,85272,,regular
5304,2022-07-04,2,29921,,regular
5304,2022-07-04,3,22433,,regular
5304,2022-07-04,4,80518,,regular
5304,2022-07-04,5,16642,,regular
5305,2022-07-07,1,34353,,regular
5305,2022-07-07,2,32443,,regular
5305,2022-07-07,3,57070,,regular
5305,2022-07-07,4,17930,,regular
5305,2022-07-07,5,76318,,regular
5306,2022-07-10,1,67339,,regular
5306,2022-07-10,2,50133,,regular
5306,2022-07-10,3,49614,,regular
5306,2022-07-10,4,98129,,regular
5306,2022-07-10,5,24953,,regular
5307,2022-07-13,1,00718,,regular
5307,2022-07-13,2,08368,,regular
5307,2022-07-13,3,96830,,regular
5307,2022-07-13,4,83004,,regular
5307,2022-07-13,5,77667,,regular
5308,2022-07-16,1,92530,,regular
5308,2022-07-16,2,79435,,regular
5308,2022-07-16,3,29754,,regular
5308,2022-07-16,4,87573,,regular
5308,2022-07-16,5,20975,,regular
5309,2022-07-19,1,32357,,regular
5309,2022-07-19,2,07042,,regular
5309,2022-07-19,3,65329,,regular
5309,2022-07-19,4,44736,,regular
5309,2022-07-19,5,44233,,regular
5310,2022-07-22,1,26708,,regular
5310,2022-07-22,2,88087,,regular
5310,2022-07-22,3,51333,,regular
5310,2022-07-22,4,52076,,regular
5310,2022-07-22,5,73709,,regular
5311,2022-07-25,1,08455,,regular
5311,2022-07-25,2,70459,,regular
5311,2022-07-25,3,40760,,regular
5311,2022-07-25,4,85006,,regular
5311,2022-07-25,5,49843,,regular
5312,2022-07-28,1,90838,,regular
5312,2022-07-28,2,23740,,regular
5312,2022-07-28,3,75509,,regular
5312,2022-07-28,4,55496,,regular
5312,2022-07-28,5,22904,,regular
5313,2022-07-31,1,42898,,regular
5313,2022-07-31,2,29551,,regular
5313,2022-07-31,3,46893,,regular
5313,2022-07-31,4,70147,,regular
5313,2022-07-31,5,94927,,regular
5314,2022-08-03,1,76542,,regular
5314,2022-08-03,2,76425,,regular
5314,2022-08-03,3,89305,,regular
5314,2022-08-03,4,04903,,regular
5314,2022-08-03,5,24262,,regular
5315,2022-08-06,1,99469,,regular
5315,2022-08-06,2,57334,,regular
5315,2022-08-06,3,83779,,regular
5315,2022-08-06,4,44782,,regular
5315,2022-08-06,5,60043,,regular
5316,2022-08-09,1,93764,,regular
5316,2022-08-09,2,14396,,regular
5316,2022-08-09,3,02417,,regular
5316,2022-08-09,4,65234,,regular
5316,2022-08-09,5,02415,,regular
5317,2022-08-12,1,81913,,regular
5317,2022-08-12,2,91091,,regular
5317,2022-08-12,3,07473,,regular
5317,2022-08-12,4,52614,,regular
5317,2022-08-12,5,08216,,regular
5318,2022-08-15,1,21458,,regular
5318,2022-08-15,2,93822,,regular
5318,2022-08-15,3,12505,,regular
5318,2022-08-15,4,17346,,regular
5318,2022-08-15,5,44015,,regular
5319,2022-08-18,1,84857,,regular
5319,2022-08-18,2,24954,,regular
5319,2022-08-18,3,33490,,regular
5319,2022-08-18,4,31724,,regular
5319,2022-08-18,5,24868,,regular
5320,2022-08-21,1,98513,,regular
5320,2022-08-21,2,32283,,regular
5320,2022-08-21,3,57981,,regular
5320,2022-08-21,4,03016,,regular
5320,2022-08-21,5,04751,,regular
5321,2022-08-24,1,09176,,regular
5321,2022-08-24,2,66436,,regular
5321,2022-08-24,3,28490,,regular
5321,2022-08-24,4,62523,,regular
5321,2022-08-24,5,43198,,regular
5322,2022-08-27,1,72438,,regular
5322,2022-08-27,2,18074,,regular
5322,2022-08-27,3,90747,,regular
5322,2022-08-27,4,21597,,regular
5322,2022-08-27,5,96403,,regular
5323,2022-08-30,1,65246,,regular
5323,2022-08-30,2,97240,,regular
5323,2022-08-30,3,62754,,regular
5323,2022-08-30,4,76138,,regular
5323,2022-08-30,5,87855,,regular
5324,2022-09-02,1,81532,,regular
5324,2022-09-02,2,31177,,regular
5324,2022-09-02,3,15068,,regular
5324,2022-09-02,4,55420,,regular
5324,2022-09-02,5,14276,,regular
5325,2022-09-05,1,60473,,regular
5325,2022-09-05,2,08330,,regular
5325,2022-09-05,3,86522,,regular
5325,2022-09-05,4,97313,,regular
5325,2022-09-05,5,46008,,regular
5326,2022-09-08,1,86645,,regular
5326,2022-09-08,2,09472,,regular
5326,2022-09-08,3,18700,,regular
5326,2022-09-08,4,59127,,regular
5326,2022-09-08,5,76599,,regular
5327,2022-09-11,1,69912,,regular
5327,2022-09-11,2,30274,,regular
5327,2022-09-11,3,72845,,regular
5327,2022-09-11,4,18336,,regular
5327,2022-09-11,5,32647,,regular
5328,2022-09-14,1,29224,,regular
5328,2022-09-14,2,32145,,regular
5328,2022-09-14,3,21504,,regular
5328,2022-09-14,4,11158,,regular
5328,2022-09-14,5,34834,,regular
5329,2022-09-17,1,81794,,regular
5329,2022-09-17,2,40164,,regular
5329,2022-09-17,3,12448,,regular
5329,2022-09-17,4,31740,,regular
5329,2022-09-17,5,30800,,regular
5330,2022-09-20,1,00543,,regular
5330,2022-09-20,2,89308,,regular
5330,2022-09-20,3,33700,,regular
5330,2022-09-20,4,48845,,regular
5330,2022-09-20,5,47555,,regular
5331,2022-09-23,1,15139,,regular
5331,2022-09-23,2,31334,,regular
5331,2022-09-23,3,67383,,regular
5331,2022-09-23,4,40868,,regular
5331,2022-09-23,5,01849,,regular
5332,2022-09-26,1,08318,,regular
5332,2022-09-26,2,92055,,regular
5332,2022-09-26,3,96785,,regular
5332,2022-09-26,4,92861,,regular
5332,2022-09-26,5,36652,,regular
5333,2022-09-29,1,10336,,regular
5333,2022-09-29,2,87880,,regular
5333,2022-09-29,3,90664,,regular
5333,2022-09-29,4,68171,,regular
5333,2022-09-29,5,85395,,regular
5334,2022-10-02,1,67690,,regular
5334,2022-10-02,2,51959,,regular
5334,2022-10-02,3,32143,,regular
5334,2022-10-02,4,48200,,regular
5334,2022-10-02,5,43830,,regular
5335,2022-10-05,1,61085,,regular
5335,2022-10-05,2,81029,,regular
5335,2022-10-05,3,27439,,regular
5335,2022-10-05,4,72837,,regular
5335,2022-10-05,5,57260,,regular
5336,2022-10-08,1,63635,,regular
5336,2022-10-08,2,05074,,regular
5336,2022-10-08,3,09678,,regular
5336,2022-10-08,4,07228,,regular
5336,2022-10-08,5,14150,,regular
5337,2022-10-11,1,13215,,regular
5337,2022-10-11,2,62078,,regular
5337,2022-10-11,3,51216,,regular
5337,2022-10-11,4,25813,,regular
5337,2022-10-11,5,68597,,regular
5338,2022-10-14,1,91670,,regular
5338,2022-10-14,2,69385,,regular
5338,2022-10-14,3,94024,,regular
5338,2022-10-14,4,96342,,regular
5338,2022-10-14,5,01374,,regular
5339,2022-10-17,1,72012,,regular
5339,2022-10-17,2,95034,,regular
5339,2022-10-17,3,86957,,regular
5339,2022-10-17,4,26694,,regular
5339,2022-10-17,5,45478,,regular
5340,2022-10-20,1,95379,,regular
5340,2022-10-20,2,20009,,regular
5340,2022-10-20,3,16943,,regular
5340,2022-10-20,4,91556,,regular
5340,2022-10-20,5,74324,,regular
5341,2022-10-23,1,21476,,regular
5341,2022-10-23,2,81663,,regular
5341,2022-10-23,3,75905,,regular
5341,2022-10-23,4,84021,,regular
5341,2022-10-23,5,91239,,regular
5342,2022-10-26,1,39663,,regular
5342,2022-10-26,2,34045,,regular
5342,2022-10-26,3,08253,,regular
5342,2022-10-26,4,58573,,regular
5342,2022-10-26,5,02389,,regular
5343,2022-10-29,1,11790,,regular
5343,2022-10-29,2,35977,,regular
5343,2022-10-29,3,65717,,regular
5343,2022-10-29,4,10122,,regular
5343,2022-10-29,5,34319,,regular
5344,2022-11-01,1,53869,,regular
5344,2022-11-01,2,87258,,regular
5344,2022-11-01,3,95547,,regular
5344,2022-11-01,4,87357,,regular
5344,2022-11-01,5,60703,,regular
5345,2022-11-04,1,44382,,regular
5345,2022-11-04,2,16098,,regular
5345,2022-11-04,3,16557,,regular
5345,2022-11-04,4,60894,,regular
5345,2022-11-04,5,87686,,regular
5346,2022-11-07,1,18071,,regular
5346,2022-11-07,2,81452,,regular
5346,2022-11-07,3,70399,,regular
5346,2022-11-07,4,77965,,regular
5346,2022-11-07,5,80861,,regular
5347,2022-11-10,1,40548,,regular
5347,2022-11-10,2,69890,,regular
5347,2022-11-10,3,97056,,regular
5347,2022-11-10,4,73579,,regular
5347,2022-11-10,5,42628,,regular
5348,2022-11-13,1,65276,,regular
5348,2022-11-13,2,82930,,regular
5348,2022-11-13,3,84252,,regular
5348,2022-11-13,4,75396,,regular
5348,2022-11-13,5,37859,,regular
5349,2022-11-16,1,22182,,regular
5349,2022-11-16,2,26011,,regular
5349,2022-11-16,3,29389,,regular
5349,2022-11-16,4,84933,,regular
5349,2022-11-16,5,59604,,regular
5350,2022-11-19,1,41235,,regular
5350,2022-11-19,2,09430,,regular
5350,2022-11-19,3,12263,,regular
5350,2022-11-19,4,61760,,regular
5350,2022-11-19,5,32515,,regular
5351,2022-11-22,1,58392,,regular
5351,2022-11-22,2,51789,,regular
5351,2022-11-22,3,30754,,regular
5351,2022-11-22,4,91666,,regular
5351,2022-11-22,5,51022,,regular
5352,2022-11-25,1,40563,,regular
5352,2022-11-25,2,42250,,regular
5352,2022-11-25,3,70309,,regular
5352,2022-11-25,4,99364,,regular
5352,2022-11-25,5,69930,,regular
5353,2022-11-28,1,92415,,regular
5353,2022-11-28,2,36843,,regular
5353,2022-11-28,3,87669,,regular
5353,2022-11-28,4,72126,,regular
5353,2022-11-28,5,77523,,regular
5354,2022-12-01,1,71958,,regular
5354,2022-12-01,2,96100,,regular
5354,2022-12-01,3,02550,,regular
5354,2022-12-01,4,95086,,regular
5354,2022-12-01,5,69166,,regular
5355,2022-12-04,1,14094,,regular
5355,2022-12-04,2,57574,,regular
5355,2022-12-04,3,89520,,regular
5355,2022-12-04,4,16698,,regular
5355,2022-12-04,5,18192,,regular
5356,2022-12-07,1,62974,,regular
5356,2022-12-07,2,56184,,regular
5356,2022-12-07,3,18187,,regular
5356,2022-12-07,4,87966,,regular
5356,2022-12-07,5,60433,,regular
5357,2022-12-10,1,94726,,regular
5357,2022-12-10,2,15911,,regular
5357,2022-12-10,3,35935,,regular
5357,2022-12-10,4,18361,,regular
5357,2022-12-10,5,32490,,regular
5358,2022-12-13,1,11159,,regular
5358,2022-12-13,2,12994,,regular
5358,2022-12-13,3,80253,,regular
5358,2022-12-13,4,76559,,regular
5358,2022-12-13,5,36903,,regular
5359,2022-12-16,1,44285,,regular
5359,2022-12-16,2,17943,,regular
5359,2022-12-16,3,41402,,regular
5359,2022-12-16,4,89992,,regular
5359,2022-12-16,5,57281,,regular
5360,2022-12-19,1,38752,,regular
5360,2022-12-19,2,10353,,regular
5360,2022-12-19,3,32371,,regular
5360,2022-12-19,4,74305,,regular
5360,2022-12-19,5,98272,,regular
5361,2022-12-22,1,07076,,regular
5361,2022-12-22,2,68739,,regular
5361,2022-12-22,3,51555,,regular
5361,2022-12-22,4,48621,,regular
5361,2022-12-22,5,55747,,regular
5362,2022-12-25,1,82702,,regular
5362,2022-12-25,2,04573,,regular
5362,2022-12-25,3,34331,,regular
5362,2022-12-25,4,29280,,regular
5362,2022-12-25,5,38529,,regular
5363,2022-12-28,1,60518,,regular
5363,2022-12-28,2,87834,,regular
5363,2022-12-28,3,70968,,regular
5363,2022-12-28,4,28222,,regular
5363,2022-12-28,5,59900,,regular
5364,2022-12-31,1,09343,,regular
5364,2022-12-31,2,27516,,regular
5364,2022-12-31,3,28558,,regular
5364,2022-12-31,4,89012,,regular
5364,2022-12-31,5,22080,,regular
5365,2023-01-03,1,67140,,regular
5365,2023-01-03,2,89719,,regular
5365,2023-01-03,3,39399,,regular
5365,2023-01-03,4,17227,,regular
5365,2023-01-03,5,41100,,regular
5366,2023-01-06,1,24182,,regular
5366,2023-01-06,2,37129,,regular
5366,2023-01-06,3,10606,,regular
5366,2023-01-06,4,52915,,regular
5366,2023-01-06,5,46726,,regular
5367,2023-01-09,1,30853,,regular
5367,2023-01-09,2,54789,,regular
5367,2023-01-09,3,95644,,regular
5367,2023-01-09,4,58836,,regular
5367,2023-01-09,5,98599,,regular
5368,2023-01-12,1,20815,,regular
5368,2023-01-12,2,01020,,regular
5368,2023-01-12,3,38005,,regular
5368,2023-01-12,4,66028,,regular
5368,2023-01-12,5,80902,,regular
5369,2023-01-15,1,01010,,regular
5369,2023-01-15,2,93871,,regular
5369,2023-01-15,3,29088,,regular
5369,2023-01-15,4,57417,,regular
5369,2023-01-15,5,57125,,regular
5370,2023-01-18,1,22418,,regular
5370,2023-01-18,2,38821,,regular
5370,2023-01-18,3,40922,,regular
5370,2023-01-18,4,39244,,regular
5370,2023-01-18,5,07325,,regular
5371,2023-01-21,1,95158,,regular
5371,2023-01-21,2,30943,,regular
5371,2023-01-21,3,57949,,regular
5371,2023-01-21,4,29573,,regular
5371,2023-01-21,5,00015,,regular
5372,2023-01-24,1,05223,,regular
5372,2023-01-24,2,47746,,regular
5372,2023-01-24,3,38433,,regular
5372,2023-01-24,4,18666,,regular
5372,2023-01-24,5,55482,,regular
5373,2023-01-27,1,97725,,regular
5373,2023-01-27,2,87415,,regular
5373,2023-01-27,3,75283,,regular
5373,2023-01-27,4,08420,,regular
5373,2023-01-27,5,25349,,regular
5374,2023-01-30,1,60256,,regular
5374,2023-01-30,2,22064,,regular
5374,2023-01-30,3,02900,,regular
5374,2023-01-30,4,72367,,regular
5374,2023-01-30,5,19367,,regular
5375,2023-02-02,1,16112,,regular
5375,2023-02-02,2,19039,,regular
5375,2023-02-02,3,23340,,regular
5375,2023-02-02,4,72559,,regular
5375,2023-02-02,5,71809,,regular
5376,2023-02-05,1,70018,,regular
5376,2023-02-05,2,67921,,regular
5376,2023-02-05,3,00843,,regular
5376,2023-02-05,4,07760,,regular
5376,2023-02-05,5,11795,,regular
5377,2023-02-08,1,31746,,regular
5377,2023-02-08,2,60932,,regular
5377,2023-02-08,3,62801,,regular
5377,2023-02-08,4,87648,,regular
5377,2023-02-08,5,69030,,regular
5378,2023-02-11,1,67082,,regular
5378,2023-02-11,2,47013,,regular
5378,2023-02-11,3,23837,,regular
5378,2023-02-11,4,90942,,regular
5378,2023-02-11,5,55269,,regular
5379,2023-02-14,1,63800,,regular
5379,2023-02-14,2,12319,,regular
5379,2023-02-14,3,03246,,regular
5379,2023-02-14,4,90853,,regular
5379,2023-02-14,5,79343,,regular
5380,2023-02-17,1,33785,,regular
5380,2023-02-17,2,27855,,regular
5380,2023-02-17,3,83225,,regular
5380,2023-02-17,4,50292,,regular
5380,2023-02-17,5,78707,,regular
5381,2023-02-20,1,82758,,regular
5381,2023-02-20,2,44973,,regular
5381,2023-02-20,3,97444,,regular
5381,2023-02-20,4,66057,,regular
5381,2023-02-20,5,75542,,regular
5382,2023-02-23,1,02482,,regular
5382,2023-02-23,2,70234,,regular
5382,2023-02-23,3,23822,,regular
5382,2023-02-23,4,22718,,regular
5382,2023-02-23,5,26222,,regular
5383,2023-02-26,1,38305,,regular
5383,2023-02-26,2,23329,,regular
5383,2023-02-26,3,65475,,regular
5383,2023-02-26,4,02477,,regular
5383,2023-02-26,5,52747,,regular
5384,2023-03-01,1,18249,,regular
5384,2023-03-01,2,41102,,regular
5384,2023-03-01,3,79943,,regular
5384,2023-03-01,4,65148,,regular
5384,2023-03-01,5,70405,,regular
5385,2023-03-04,1,60280,,regular
5385,2023-03-04,2,94295,,regular
5385,2023-03-04,3,37065,,regular
5385,2023-03-04,4,18594,,regular
5385,2023-03-04,5,14693,,regular
5386,2023-03-07,1,29586,,regular
5386,2023-03-07,2,76645,,regular
5386,2023-03-07,3,61838,,regular
5386,2023-03-07,4,91996,,regular
5386,2023-03-07,5,42639,,regular
5387,2023-03-10,1,09917,,regular
5387,2023-03-10,2,26830,,regular
5387,2023-03-10,3,48640,,regular
5387,2023-03-10,4,87996,,regular
5387,2023-03-10,5,94650,,regular
5388,2023-03-13,1,03013,,regular
5388,2023-03-13,2,26633,,regular
5388,2023-03-13,3,38960,,regular
5388,2023-03-13,4,65528,,regular
5388,2023-03-13,5,86560,,regular
5389,2023-03-16,1,53558,,regular
5389,2023-03-16,2,04657,,regular
5389,2023-03-16,3,99007,,regular
5389,2023-03-16,4,92545,,regular
5389,2023-03-16,5,78321,,regular
5390,2023-03-19,1,98726,,regular
5390,2023-03-19,2,62638,,regular
5390,2023-03-19,3,59512,,regular
5390,2023-03-19,4,29071,,regular
5390,2023-03-19,5,27078,,regular
5391,2023-03-22,1,50006,,regular
5391,2023-03-22,2,15784,,regular
5391,2023-03-22,3,74429,,regular
5391,2023-03-22,4,72307,,regular
5391,2023-03-22,5,79027,,regular
5392,2023-03-25,1,49358,,regular
5392,2023-03-25,2,45328,,regular
5392,2023-03-25,3,13601,,regular
5392,2023-03-25,4,85691,,regular
5392,2023-03-25,5,24932,,regular
5393,2023-03-28,1,25907,,regular
5393,2023-03-28,2,05775,,regular
5393,2023-03-28,3,28762,,regular
5393,2023-03-28,4,68852,,regular
5393,2023-03-28,5,84085,,regular
5394,2023-03-31,1,69588,,regular
5394,2023-03-31,2,97434,,regular
5394,2023-03-31,3,26380,,regular
5394,2023-03-31,4,22731,,regular
5394,2023-03-31,5,33800,,regular
5395,2023-04-03,1,54052,,regular
5395,2023-04-03,2,37507,,regular
5395,2023-04-03,3,98882,,regular
5395,2023-04-03,4,86364,,regular
5395,2023-04-03,5,97934,,regular
5396,2023-04-06,1,88604,,regular
5396,2023-04-06,2,24526,,regular
5396,2023-04-06,3,76617,,regular
5396,2023-04-06,4,13506,,regular
5396,2023-04-06,5,00669,,regular
5397,2023-04-09,1,40895,,regular
5397,2023-04-09,2,73309,,regular
5397,2023-04-09,3,34155,,regular
5397,2023-04-09,4,57026,,regular
5397,2023-04-09,5,87262,,regular
5398,2023-04-12,1,10731,,regular
5398,2023-04-12,2,01864,,regular
5398,2023-04-12,3,42764,,regular
5398,2023-04-12,4,87402,,regular
5398,2023-04-12,5,51377,,regular
5399,2023-04-15,1,53330,,regular
5399,2023-04-15,2,85185,,regular
5399,2023-04-15,3,75323,,regular
5399,2023-04-15,4,45576,,regular
5399,2023-04-15,5,74505,,regular
5400,2023-04-18,1,40689,,regular
5400,2023-04-18,2,61284,,regular
5400,2023-04-18,3,64804,,regular
5400,2023-04-18,4,50841,,regular
5400,2023-04-18,5,19992,,regular
5401,2023-04-21,1,97052,,regular
5401,2023-04-21,2,23730,,regular
5401,2023-04-21,3,12129,,regular
5401,2023-04-21,4,56629,,regular
5401,2023-04-21,5,88073,,regular
5402,2023-04-24,1,11453,,regular
5402,2023-04-24,2,47583,,regular
5402,2023-04-24,3,27123,,regular
5402,2023-04-24,4,96194,,regular
5402,2023-04-24,5,07048,,regular
5403,2023-04-27,1,92111,,regular
5403,2023-04-27,2,00694,,regular
5403,2023-04-27,3,53295,,regular
5403,2023-04-27,4,22766,,regular
5403,2023-04-27,5,79548,,regular
5404,2023-04-30,1,85449,,regular
5404,2023-04-30,2,13224,,regular
5404,2023-04-30,3,29063,,regular
5404,2023-04-30,4,40637,,regular
5404,2023-04-30,5,86897,,regular
5405,2023-05-03,1,47978,,regular
5405,2023-05-03,2,77221,,regular
5405,2023-05-03,3,98440,,regular
5405,2023-05-03,4,34847,,regular
5405,2023-05-03,5,74848,,regular
5406,2023-05-06,1,21263,,regular
5406,2023-05-06,2,40412,,regular
5406,2023-05-06,3,70255,,regular
5406,2023-05-06,4,22109,,regular
5406,2023-05-06,5,68265,,regular
5407,2023-05-09,1,62506,,regular
5407,2023-05-09,2,71973,,regular
5407,2023-05-09,3,05169,,regular
5407,2023-05-09,4,39484,,regular
5407,2023-05-09,5,37656,,regular
5408,2023-05-12,1,37244,,regular
5408,2023-05-12,2,51015,,regular
5408,2023-05-12,3,03900,,regular
5408,2023-05-12,4,85667,,regular
5408,2023-05-12,5,08399,,regular
5409,2023-05-15,1,70834,,regular
5409,2023-05-15,2,07847,,regular
5409,2023-05-15,3,46851,,regular
5409,2023-05-15,4,95569,,regular
5409,2023-05-15,5,11174,,regular
5410,2023-05-18,1,34042,,regular
5410,2023-05-18,2,09470,,regular
5410,2023-05-18,3,70918,,regular
5410,2023-05-18,4,28494,,regular
5410,2023-05-18,5,05688,,regular
5411,2023-05-21,1,69808,,regular
5411,2023-05-21,2,66595,,regular
5411,2023-05-21,3,90138,,regular
5411,2023-05-21,4,80117,,regular
5411,2023-05-21,5,60247,,regular
5412,2023-05-24,1,67951,,regular
5412,2023-05-24,2,05858,,regular
5412,2023-05-24,3,16693,,regular
5412,2023-05-24,4,37219,,regular
5412,2023-05-24,5,34761,,regular
5413,2023-05-27,1,44023,,regular
5413,2023-05-27,2,71637,,regular
5413,2023-05-27,3,54450,,regular
5413,2023-05-27,4,35705,,regular
5413,2023-05-27,5,81818,,regular
5414,2023-05-30,1,23643,,regular
5414,2023-05-30,2,73178,,regular
5414,2023-05-30,3,24958,,regular
5414,2023-05-30,4,28176,,regular
5414,2023-05-30,5,75726,,regular
5415,2023-06-02,1,60111,,regular
5415,2023-06-02,2,53768,,regular
5415,2023-06-02,3,32230,,regular
5415,2023-06-02,4,02534,,regular
5415,2023-06-02,5,22147,,regular
5416,2023-06-05,1,35434,,regular
5416,2023-06-05,2,54454,,regular
5416,2023-06-05,3,80978,,regular
5416,2023-06-05,4,65459,,regular
5416,2023-06-05,5,06863,,regular
5417,2023-06-08,1,44317,,regular
5417,2023-06-08,2,37312,,regular
5417,2023-06-08,3,68098,,regular
5417,2023-06-08,4,93861,,regular
5417,2023-06-08,5,04131,,regular
5418,2023-06-11,1,25867,,regular
5418,2023-06-11,2,63030,,regular
5418,2023-06-11,3,17619,,regular
5418,2023-06-11,4,82543,,regular
5418,2023-06-11,5,47923,,regular
5419,2023-06-14,1,90959,,regular
5419,2023-06-14,2,46653,,regular
5419,2023-06-14,3,48636,,regular
5419,2023-06-14,4,42375,,regular
5419,2023-06-14,5,72083,,regular
5420,2023-06-17,1,47724,,regular
5420,2023-06-17,2,78430,,regular
5420,2023-06-17,3,96134,,regular
5420,2023-06-17,4,06139,,regular
5420,2023-06-17,5,15185,,regular
5421,2023-06-20,1,83891,,regular
5421,2023-06-20,2,88211,,regular
5421,2023-06-20,3,82603,,regular
5421,2023-06-20,4,76754,,regular
5421,2023-06-20,5,23362,,regular
5422,2023-06-23,1,42754,,regular
5422,2023-06-23,2,33343,,regular
5422,2023-06-23,3,24971,,regular
5422,2023-06-23,4,67150,,regular
5422,2023-06-23,5,92005,,regular
5423,2023-06-26,1,43887,,regular
5423,2023-06-26,2,87393,,regular
5423,2023-06-26,3,96181,,regular
5423,2023-06-26,4,86738,,regular
5423,2023-06-26,5,32763,,regular
5424,2023-06-29,1,61929,,regular
5424,2023-06-29,2,37432,,regular
5424,2023-06-29,3,92760,,regular
5424,2023-06-29,4,70824,,regular
5424,2023-06-29,5,98305,,regular
5425,2023-07-02,1,73569,,regular
5425,2023-07-02,2,74926,,regular
5425,2023-07-02,3,29458,,regular
5425,2023-07-02,4,42402,,regular
5425,2023-07-02,5,90108,,regular
5426,2023-07-05,1,64632,,regular
5426,2023-07-05,2,80439,,regular
5426,2023-07-05,3,45586,,regular
5426,2023-07-05,4,96398,,regular
5426,2023-07-05,5,55625,,regular
5427,2023-07-08,1,91563,,regular
5427,2023-07-08,2,46610,,regular
5427,2023-07-08,3,99337,,regular
5427,2023-07-08,4,64742,,regular
5427,2023-07-08,5,64046,,regular
5428,2023-07-11,1,07387,,regular
5428,2023-07-11,2,76851,,regular
5428,2023-07-11,3,80751,,regular
5428,2023-07-11,4,84492,,regular
5428,2023-07-11,5,13274,,regular
5429,2023-07-14,1,49681,,regular
5429,2023-07-14,2,72678,,regular
5429,2023-07-14,3,18368,,regular
5429,2023-07-14,4,69769,,regular
5429,2023-07-14,5,38181,,regular
5430,2023-07-17,1,64703,,regular
5430,2023-07-17,2,08998,,regular
5430,2023-07-17,3,35919,,regular
5430,2023-07-17,4,37626,,regular
5430,2023-07-17,5,15441,,regular
5431,2023-07-20,1,16279,,regular
5431,2023-07-20,2,23265,,regular
5431,2023-07-20,3,64727,,regular
5431,2023-07-20,4,46831,,regular
5431,2023-07-20,5,18932,,regular
5432,2023-07-23,1,88301,,regular
5432,2023-07-23,2,82304,,regular
5432,2023-07-23,3,47348,,regular
5432,2023-07-23,4,92334,,regular
5432,2023-07-23,5,08961,,regular
5433,2023-07-26,1,82671,,regular
5433,2023-07-26,2,87059,,regular
5433,2023-07-26,3,28149,,regular
5433,2023-07-26,4,46692,,regular
5433,2023-07-26,5,10127,,regular
5434,2023-07-29,1,57320,,regular
5434,2023-07-29,2,14514,,regular
5434,2023-07-29,3,87306,,regular
5434,2023-07-29,4,85691,,regular
5434,2023-07-29,5,56576,,regular
5435,2023-08-01,1,07167,,regular
5435,2023-08-01,2,92575,,regular
5435,2023-08-01,3,57661,,regular
5435,2023-08-01,4,91670,,regular
5435,2023-08-01,5,22820,,regular
5436,2023-08-04,1,67520,,regular
5436,2023-08-04,2,31311,,regular
5436,2023-08-04,3,07865,,regular
5436,2023-08-04,4,28018,,regular
5436,2023-08-04,5,68553,,regular
5437,2023-08-07,1,20961,,regular
5437,2023-08-07,2,23535,,regular
5437,2023-08-07,3,06068,,regular
5437,2023-08-07,4,84569,,regular
5437,2023-08-07,5,90344,,regular
5438,2023-08-10,1,00552,,regular
5438,2023-08-10,2,71729,,regular
5438,2023-08-10,3,20658,,regular
5438,2023-08-10,4,15580,,regular
5438,2023-08-10,5,32197,,regular
5439,2023-08-13,1,44331,,regular
5439,2023-08-13,2,04738,,regular
5439,2023-08-13,3,70430,,regular
5439,2023-08-13,4,95500,,regular
5439,2023-08-13,5,30824,,regular
5440,2023-08-16,1,62676,,regular
5440,2023-08-16,2,49958,,regular
5440,2023-08-16,3,45215,,regular
5440,2023-08-16,4,24131,,regular
